"","district","indicator","value","category","unit","source1","source2"
"2716","Umerkot","Actual Beneficiaries Relative To District Population",11.8873697697246,"Category 2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2717","Upper Dir","No Of Eligible Beneficiaries",12501,"Category 2","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2718","Upper Dir","Amount Deposited In Accounts",150.012,"Category 2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2719","Upper Dir","No Of Beneficiaries Paid",11439,"Category 2","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2720","Upper Dir","Amount Withdrawn",137.268,"Category 2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2721","Upper Dir","Share Of Actual To Eligible Beneficiaries",91.5046796256299,"Category 2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2722","Upper Dir","Eligible Beneficiaries Relative To District Population",7.97792766186413,"Category 2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2723","Upper Dir","Actual Beneficiaries Relative To District Population",7.30017714775328,"Category 2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2724","Vehari","No Of Eligible Beneficiaries",50125,"Category 2","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2725","Vehari","Amount Deposited In Accounts",601.5,"Category 2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2726","Vehari","No Of Beneficiaries Paid",45135,"Category 2","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2727","Vehari","Amount Withdrawn",541.62,"Category 2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2728","Vehari","Share Of Actual To Eligible Beneficiaries",90.0448877805486,"Category 2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2729","Vehari","Eligible Beneficiaries Relative To District Population",8.34374737666191,"Category 2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2730","Vehari","Actual Beneficiaries Relative To District Population",7.51311796200768,"Category 2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2731","Washuk","No Of Eligible Beneficiaries",1635,"Category 2","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2732","Washuk","Amount Deposited In Accounts",19.62,"Category 2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2733","Washuk","No Of Beneficiaries Paid",1472,"Category 2","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2734","Washuk","Amount Withdrawn",17.664,"Category 2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2735","Washuk","Share Of Actual To Eligible Beneficiaries",90.0305810397553,"Category 2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2736","Washuk","Eligible Beneficiaries Relative To District Population",4.00830726169044,"Category 2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2737","Washuk","Actual Beneficiaries Relative To District Population",3.60870231755861,"Category 2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2738","Zhob","No Of Eligible Beneficiaries",6766,"Category 2","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2739","Zhob","Amount Deposited In Accounts",81.192,"Category 2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2740","Zhob","No Of Beneficiaries Paid",6130,"Category 2","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2741","Zhob","Amount Withdrawn",73.56,"Category 2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2742","Zhob","Share Of Actual To Eligible Beneficiaries",90.600059119125,"Category 2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2743","Zhob","Eligible Beneficiaries Relative To District Population",11.1184646101638,"Category 2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2744","Zhob","Actual Beneficiaries Relative To District Population",10.0733355099474,"Category 2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2745","Ziarat","No Of Eligible Beneficiaries",4387,"Category 2","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2746","Ziarat","Amount Deposited In Accounts",52.644,"Category 2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2747","Ziarat","No Of Beneficiaries Paid",3957,"Category 2","","indicator: Number of beneficiaries paid","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2748","Ziarat","Amount Withdrawn",47.484,"Category 2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2749","Ziarat","Share Of Actual To Eligible Beneficiaries",90.1983131980853,"Category 2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2750","Ziarat","Eligible Beneficiaries Relative To District Population",11.6355137260228,"Category 2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2751","Ziarat","Actual Beneficiaries Relative To District Population",10.4950371128042,"Category 2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas Emergency Cash Transfer Program Category II (PMT 16.18-26), using PMT score"
"2752","Abbottabad","Amount Deposited In Accounts",459.924,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2753","Abbottabad","Amount Withdrawn",426.81,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2754","Abbottabad","No Of Beneficiaries Paid",34604,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2755","Abbottabad","No Of Eligible Beneficiaries",38327,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2756","Abbottabad","Share Of Actual To Eligible Beneficiaries",90.2862212017638,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2757","Abbottabad","Eligible Beneficiaries Relative To District Population",13.4463962905275,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2758","Abbottabad","Actual Beneficiaries Relative To District Population",12.1402430985314,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2759","Attock","Amount Deposited In Accounts",510.9,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2760","Attock","Amount Withdrawn",456.122,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2761","Attock","No Of Beneficiaries Paid",36978,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2762","Attock","No Of Eligible Beneficiaries",42575,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2763","Attock","Share Of Actual To Eligible Beneficiaries",86.8537874339401,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2764","Attock","Eligible Beneficiaries Relative To District Population",10.5730399327968,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2765","Attock","Actual Beneficiaries Relative To District Population",9.18308562853692,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2766","Awaran","Amount Deposited In Accounts",76.116,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2767","Awaran","Amount Withdrawn",70.30975,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2768","Awaran","No Of Beneficiaries Paid",5422,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2769","Awaran","No Of Eligible Beneficiaries",6343,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2770","Awaran","Share Of Actual To Eligible Beneficiaries",85.4800567554785,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2771","Awaran","Eligible Beneficiaries Relative To District Population",26.4746762747105,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2772","Awaran","Actual Beneficiaries Relative To District Population",22.6305683054517,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2773","Badin","Amount Deposited In Accounts",2378.424,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2774","Badin","Amount Withdrawn",2241.798,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2775","Badin","No Of Beneficiaries Paid",185779,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2776","Badin","No Of Eligible Beneficiaries",198202,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2777","Badin","Share Of Actual To Eligible Beneficiaries",93.7321520469016,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2778","Badin","Eligible Beneficiaries Relative To District Population",42.2345215446844,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2779","Badin","Actual Beneficiaries Relative To District Population",39.587325950545,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2780","Bahawalnagar","Amount Deposited In Accounts",1231.992,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2781","Bahawalnagar","Amount Withdrawn",1142.40175,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2782","Bahawalnagar","No Of Beneficiaries Paid",93682,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2783","Bahawalnagar","No Of Eligible Beneficiaries",102666,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2784","Bahawalnagar","Share Of Actual To Eligible Beneficiaries",91.2492938265833,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2785","Bahawalnagar","Eligible Beneficiaries Relative To District Population",16.3486266872267,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2786","Bahawalnagar","Actual Beneficiaries Relative To District Population",14.9180064024387,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2787","Bahawalpur","Amount Deposited In Accounts",2750.628,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2788","Bahawalpur","Amount Withdrawn",2617.80975,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2789","Bahawalpur","No Of Beneficiaries Paid",216610,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2790","Bahawalpur","No Of Eligible Beneficiaries",229219,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2791","Bahawalpur","Share Of Actual To Eligible Beneficiaries",94.4991471038614,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2792","Bahawalpur","Eligible Beneficiaries Relative To District Population",29.9863292080513,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2793","Bahawalpur","Actual Beneficiaries Relative To District Population",28.3368253493645,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2794","Bajaur Agency","Amount Deposited In Accounts",771.576,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2795","Bajaur Agency","Amount Withdrawn",720.648,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2796","Bajaur Agency","No Of Beneficiaries Paid",59179,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2797","Bajaur Agency","No Of Eligible Beneficiaries",64298,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2798","Bajaur Agency","Share Of Actual To Eligible Beneficiaries",92.0386326168777,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2799","Bajaur Agency","Eligible Beneficiaries Relative To District Population",40.16689333545,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2800","Bajaur Agency","Actual Beneficiaries Relative To District Population",36.969059390628,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2801","Bannu","Amount Deposited In Accounts",547.332,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2802","Bannu","Amount Withdrawn",506.203,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2803","Bannu","No Of Beneficiaries Paid",41546,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2804","Bannu","No Of Eligible Beneficiaries",45611,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2805","Bannu","Share Of Actual To Eligible Beneficiaries",91.0876762184561,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2806","Bannu","Eligible Beneficiaries Relative To District Population",28.0786246483334,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2807","Bannu","Actual Beneficiaries Relative To District Population",25.5761667062695,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2808","Barkhan","Amount Deposited In Accounts",159.612,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2809","Barkhan","Amount Withdrawn",150.535,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2810","Barkhan","No Of Beneficiaries Paid",12314,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2811","Barkhan","No Of Eligible Beneficiaries",13301,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2812","Barkhan","Share Of Actual To Eligible Beneficiaries",92.5795053003534,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2813","Barkhan","Eligible Beneficiaries Relative To District Population",39.1852512870699,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2814","Barkhan","Actual Beneficiaries Relative To District Population",36.2775117922696,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2815","Batagram","Amount Deposited In Accounts",296.112,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2816","Batagram","Amount Withdrawn",278.596,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2817","Batagram","No Of Beneficiaries Paid",22832,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2818","Batagram","No Of Eligible Beneficiaries",24676,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2819","Batagram","Share Of Actual To Eligible Beneficiaries",92.5271518884746,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2820","Batagram","Eligible Beneficiaries Relative To District Population",27.3923980372432,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2821","Batagram","Actual Beneficiaries Relative To District Population",25.3454057378156,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2822","Bhakkar","Amount Deposited In Accounts",1025.316,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2823","Bhakkar","Amount Withdrawn",976.835,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2824","Bhakkar","No Of Beneficiaries Paid",80485,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2825","Bhakkar","No Of Eligible Beneficiaries",85443,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2826","Bhakkar","Share Of Actual To Eligible Beneficiaries",94.1973011247264,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2827","Bhakkar","Eligible Beneficiaries Relative To District Population",24.4099197445794,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2828","Bhakkar","Actual Beneficiaries Relative To District Population",22.9934856061055,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2829","Buner","Amount Deposited In Accounts",663.432,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2830","Buner","Amount Withdrawn",607.135,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2831","Buner","No Of Beneficiaries Paid",49784,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2832","Buner","No Of Eligible Beneficiaries",55286,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2833","Buner","Share Of Actual To Eligible Beneficiaries",90.0481134464421,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2834","Buner","Eligible Beneficiaries Relative To District Population",44.4530397410134,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2835","Buner","Actual Beneficiaries Relative To District Population",40.0291236563798,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2836","Chagai","Amount Deposited In Accounts",143.052,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2837","Chagai","Amount Withdrawn",128.277,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2838","Chagai","No Of Beneficiaries Paid",10570,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2839","Chagai","No Of Eligible Beneficiaries",11921,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2840","Chagai","Share Of Actual To Eligible Beneficiaries",88.667058132707,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2841","Chagai","Eligible Beneficiaries Relative To District Population",27.8115515591647,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2842","Chagai","Actual Beneficiaries Relative To District Population",24.6596845885724,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2843","Chakwal","Amount Deposited In Accounts",563.94,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2844","Chakwal","Amount Withdrawn",495.481,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2845","Chakwal","No Of Beneficiaries Paid",40244,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2846","Chakwal","No Of Eligible Beneficiaries",46995,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2847","Chakwal","Share Of Actual To Eligible Beneficiaries",85.6346419831897,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2848","Chakwal","Eligible Beneficiaries Relative To District Population",13.4160791478394,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2849","Chakwal","Actual Beneficiaries Relative To District Population",11.4888113464336,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2850","Charsadda","Amount Deposited In Accounts",1166.652,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2851","Charsadda","Amount Withdrawn",1095.639,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2852","Charsadda","No Of Beneficiaries Paid",90241,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2853","Charsadda","No Of Eligible Beneficiaries",97221,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2854","Charsadda","Share Of Actual To Eligible Beneficiaries",92.8204811717633,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2855","Charsadda","Eligible Beneficiaries Relative To District Population",33.8886938943906,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2856","Charsadda","Actual Beneficiaries Relative To District Population",31.4556487355993,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2857","Chiniot","Amount Deposited In Accounts",595.296,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2858","Chiniot","Amount Withdrawn",549.174,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2859","Chiniot","No Of Beneficiaries Paid",45394,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2860","Chiniot","No Of Eligible Beneficiaries",49608,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2861","Chiniot","Share Of Actual To Eligible Beneficiaries",91.505402354459,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
"2862","Chiniot","Eligible Beneficiaries Relative To District Population",17.3142908121364,"Category 1+2","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2863","Chiniot","Actual Beneficiaries Relative To District Population",15.8435114724666,"Category 1+2","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Sum of Category I & II"
"2864","Chitral","Amount Deposited In Accounts",341.916,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Sum of Category I & II"
"2865","Chitral","Amount Withdrawn",319.138,"Category 1+2","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Sum of Category I & II"
"2866","Chitral","No Of Beneficiaries Paid",26137,"Category 1+2","","indicator: Number of beneficiaries paid","Category: Sum of Category I & II"
"2867","Chitral","No Of Eligible Beneficiaries",28493,"Category 1+2","","indicator: Number of beneficiaries eligible for cash support","Category: Sum of Category I & II"
"2868","Chitral","Share Of Actual To Eligible Beneficiaries",91.7313024251571,"Category 1+2","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Sum of Category I & II"
